index,word,,,,boundary,corrected,filler,comments,,,glossary,
2253,conversation,conversation,913.78,914.35,0,,,,,,,
2254,in,in,914.349999,914.419999,0,,,,,,,
2255,the,the,914.42,914.54,0,,,,,,,
2256,cab,cab,914.559999,914.999999,1,,,,,,,
2257,where,where,915.37,916.07,0,,,,,,,
2258,um,um,916.66,916.94,0,,1,,,,,
2259,watson,watson,916.949999,917.399999,0,,,,,,,
2260,asks,asks,917.41,917.72,0,,,,,,,
2261,sherlock,sherlock,917.9,918.28,0,,,,,,,
2262,about,,,,0,,,not in the audio,,,,
2263,how,how,918.309999,918.669999,0,,,,,,,
2264,he,he,918.77,918.96,0,,,,,,,
2265,knew,knew,918.96,919.2,0,,,,,,,
2266,everything,everything,919.22,919.6,0,,,,,,,
2267,about,about,919.61,919.98,0,,,,,,,
2268,uh,uh,920.39,920.82,0,,1,,,,,
2269,having,having,920.83,921.39,2,,,,,,,
2270,about,about,921.49,921.78,0,,,,,,,
2271,watson,watson,921.78,922.1,0,,,,,,,
2272,having,having,922.11,922.54,0,,,,,,,
2273,like,like,922.57,922.88,0,,1,,,,,
2274,an,an,923.18,923.44,0,,,,,,,
2275,estrange,<unk>,923.53,923.85,0,,,,,,,
2276,estrange,<unk>,924.13,924.46,0,,,stuttering,,,,
2277,estranged,estranged,924.77,925.5,0,,,,,,,
2278,brother,brother,925.9,926.69,0,,,,,,,
2279,who,who,926.75,927.13,0,,,,,,,
2280,left,left,927.13,927.36,0,,,,,,,
2281,his,his,927.42,927.6,0,,,,,,,
2282,wife,wife,927.599999,927.939999,1,,,,,,,
2283,and,and,927.96,928.23,2,,,,,,,
2284,or,or,928.67,928.96,0,,,,,,,
2285,is,is,928.98,929.16,0,,,,,,,
2286,alcoholic,alcoholic,929.2,930.04,1,,,,,,,
2287,and,and,930.28,930.63,0,,,,,,,
2288,how,how,930.63,930.8,0,,,,,,,
2289,he,he,930.799999,930.939999,0,,,,,,,
2290,knew,knew,931.009999,931.159999,0,,,,,,,
2291,that,that,931.16,931.27,0,,,,,,,
2292,he,,,,0,,,,,,,
2293,was,,,,0,,,,,,,
2294,an,an,931.9,932.21,0,,,,,,,
2295,army,army,932.219999,932.749999,0,,,,,,,
2296,doctor,doctor,933.66,934.29,0,,,,,,,
2297,from,from,934.559999,934.909999,0,,,,,,,
2298,afghanistan,afghanistan,935.18,935.88,1,,,,,,,
2299,um,um,936.44,936.81,0,,1,,,,,
2300,so,so,937.93,937.95,0,,2,,,,,
2301,sherlock,sherlock,938.12,938.48,0,,,,,,,
2302,explains,explains,938.48,938.98,0,,,,,,,
2303,everything,everything,938.98,939.4,1,,,,,,,
2304,i,i,939.4,939.46,0,,,,,,,
2305,didn't,didn't,939.46,939.69,0,,,,,,,
2306,catch,catch,939.69,939.91,0,,,,,,,
2307,every,every,939.97,940.24,0,,,,,,,
2308,little,little,940.24,940.42,0,,,,,,,
2309,detail,detail,940.42,940.7,0,,,,,,,
2310,he,he,940.7,940.79,0,,,,,,,
2311,said,said,940.79,941.01,1,,,,,,,
2312,but,but,941.01,941.25,0,,,,,,,
2313,even,even,941.45,941.62,0,,,,,,,
2314,the,the,941.62,941.64,0,,,,,,,
2315,little,,,,2,,,,,,,
2316,like,like,942.02,942.23,0,,1,,,,,
2317,he,he,942.23,942.42,0,,,,,,,
2318,says,says,942.51,942.76,0,,,,,,,
2319,the,the,942.89,943.03,0,,,,,,,
2320,way,way,943.03,943.2,0,,,,,,,
2321,that,that,943.2,943.47,0,,,,,,,
2322,watson,watson,943.94,944.34,0,,,,,,,
2323,walked,walked,944.349999,944.839999,1,,,,,,,
2324,the,the,945.09,945.11,0,,,,,,,
2325,scratches,scratches,945.11,945.52,0,,,,,,,
2326,on,on,945.52,945.59,0,,,,,,,
2327,his,his,945.59,945.7,0,,,,,,,
2328,phone,phone,945.84,946.15,1,,,,,,,
2329,the,the,946.16,946.28,0,,,,,,,
2330,fact,fact,946.28,946.72,0,,,,,,,
2331,that,that,946.929999,947.049999,0,,,,,,,
2332,his,,,,0,,,,,,,
2333,phone,,,,0,,,,,,,
2334,was,was,947.559999,947.869999,0,,,,,,,
2335,a,a,947.98,948.34,0,,,,,,,
2336,hand,hand,948.349999,948.579999,0,,,,,,,
2337,me,me,948.59,948.72,0,,,,,,,
2338,down,down,948.719999,949.129999,1,,,,,,,
2339,and,and,949.65,949.79,0,,,,,,,
2340,the,the,949.889999,949.949999,0,,,,,,,
2341,engraving,engraving,949.95,950.39,0,,,,,,,
2342,on,on,950.389999,950.479999,0,,,,,,,
2343,the,the,950.48,950.57,0,,,,,,,
2344,back,back,950.58,950.78,0,,,,,,,
2345,of,of,950.78,950.91,0,,,,,,,
2346,his,,,,0,,,,,,,
2347,phone,phone,951.139999,951.499999,1,,,,,,,
2348,and,and,953.26,953.38,0,,,,,,,
2349,then,then,953.379999,953.409999,0,,,,,,,
2350,so,so,953.589999,953.739999,0,,2,,,,,
2351,watson,watson,953.739999,954.199999,0,,,,,,,
2352,is,,,,0,,,,,,,
2353,very,very,954.440001,954.720001,0,,,,,,,
2354,thoroughly,thoroughly,954.719999,955.139999,0,,,,,,,
2355,impressed,impressed,955.139999,955.599999,1,,,,,,,
2356,and,and,955.669999,955.969999,0,,,,,,,
2357,sherlock,sherlock,956.349999,956.819999,0,,,,,,,
2358,is,is,956.819999,957.069999,0,,,,,,,
2359,almost,almost,957.729999,957.999999,0,,,,,,,
2360,surprised,surprised,957.999999,958.309999,0,,,,,,,
2361,by,by,958.309999,958.329999,0,,,,,,,
2362,that,that,958.61,958.78,1,,,,,,,
2363,because,because,958.83,958.96,0,,,,,,,
2364,he,,,,0,,,,,,,
2365,said,,,,0,,,,,,,
2366,that,,,,0,,,,,,,
2367,most,,,,0,,,,,,,
2368,people,,,,0,,,,,,,
2369,get,get,959.58,959.79,0,,,,,,,
2370,angry,angry,959.83,960.33,1,,,,,,,
2371,um,um,960.64,961.3,0,,1,,,,,
2372,and,and,961.57,961.74,0,,,,,,,
2373,then,then,961.74,962.05,0,,,,,,,
2374,as,as,962.11,962.32,0,,,,,,,
2375,they're,they're,962.32,962.51,0,,,,,,,
2376,leaving,leaving,962.51,962.87,0,,,,,,,
2377,the,the,962.87,962.97,0,,,,,,,
2378,cab,cab,962.97,963.43,0,,,,,,,
2379,watson,watson,964.219999,964.569999,0,,,,,,,
2380,or,or,964.87,965.03,0,,,,,,,
2381,sherlock,sherlock,965.04,965.41,0,,,,,,,
2382,asks,asks,965.42,965.57,0,,,,,,,
2383,watson,watson,965.599999,966.089999,0,,,,,,,
2384,what,what,966.099999,966.429999,0,,,,,,,
2385,he,he,966.44,966.6,0,,,,,,,
2386,got,got,966.599999,966.779999,0,,,,,,,
2387,wrong,wrong,966.78,967.18,1,,,,,,,
2388,and,and,967.54,967.73,0,,,,,,,
2389,then,then,967.83,967.92,0,,,,,,,
2390,so,so,967.95,968.07,0,,2,,,,,
2391,watson,watson,968.07,968.46,0,,,,,,,
2392,starts,starts,968.46,968.7,0,,,,,,,
2393,listing,listing,968.7,969.04,0,,,,,,,
2394,off,off,969.04,969.16,0,,,,,,,
2395,everything,everything,969.18,969.74,0,,,,,,,
2396,exactly,exactly,970.109999,970.529999,0,,,,,,,
2397,as,as,970.529999,970.629999,0,,,,,,,
2398,sherlock,sherlock,970.629999,970.939999,0,,,,,,,
2399,had,had,970.939999,971.019999,0,,,,,,,
2400,said,said,971.049999,971.229999,0,,,,,,,
2401,it,it,971.229999,971.259999,1,,,,,,,
2402,and,and,971.259999,971.419999,0,,,,,,,
2403,sherlock,sherlock,971.419999,971.749999,0,,,,,,,
2404,was,was,972.979999,973.229999,0,,,,,,,
2405,like,,,,0,what*,,,,,,
2406,is,,,,0,oh*,,,,,,
2407,was,,,,0,,,,,,,
2408,pleasantly,pleasantly,973.699999,973.999999,0,,,,,,,
2409,surprised,surprised,974.129999,974.479999,1,surprising?,,not sure,,,,
2410,saying,saying,974.479999,974.519999,0,,,,,,,
2411,like,like,974.7,974.86,0,,1,,,,,
2412,wow,wow,974.86,975.46,1,,,,,,,
2413,well,well,975.49,975.66,1,,,,,,,
2414,for,for,975.69,975.81,0,,,,,,,
2415,once,once,975.81,976.02,0,,,,,,,
2416,i,i,976.02,976.08,0,,,,,,,
2417,got,got,976.08,976.22,0,,,,,,,
2418,everything,everything,976.22,976.5,0,,,,,,,
2419,right,right,976.5,976.73,1,,,,,,,
2420,and,and,977.02,977.15,0,,,,,,,
2421,then,then,977.15,977.29,0,,,,,,,
2422,watson,watson,977.29,977.56,0,,,,,,,
2423,says,says,977.56,977.85,1,,,,,,,
2424,well,well,977.86,978.15,1,,2,start quote,,,,
2425,harry,harry,978.16,978.49,0,,,,,,,
2426,is,is,978.49,978.56,0,,,,,,,
2427,short,short,978.56,978.77,0,,,,,,,
2428,for,for,978.77,978.89,0,,,,,,,
2429,harriet,harriet,978.89,979.39,1,,,end quote,,,,
2430,so,so,979.85,980.37,0,,2,,,,,
2431,um,um,980.37,980.63,0,,1,,,,,
2432,sherlock,sherlock,982.23,982.34,0,,,,,,,
2433,was,was,982.61,982.77,0,,,,,,,
2434,actually,actually,982.94,983.19,0,,,,,,,
2435,wrong,wrong,983.19,983.46,0,,,,,,,
2436,about,about,983.469999,983.819999,0,,,,,,,
2437,the,the,984.16,984.44,0,,,,,,,
2438,gender,gender,984.45,984.98,0,,,,,,,
2439,of,of,984.99,985.01,0,,,,,,,
2440,uh,uh,985.969999,986.339999,0,,1,,,,,
2441,watson's,watson's,986.349999,986.809999,0,,,,,,,
2442,sibling,sibling,986.83,987.17,1,,,,,,,
2443,it,it,987.19,987.29,0,,,,,,,
2444,wasn't,wasn't,987.299999,987.699999,0,,,,,,,
2445,his,his,987.96,988.02,0,,,,,,,
2446,brother,brother,988.02,988.44,1,,,,,,,
2447,it,it,988.459999,988.479999,0,,,,,,,
2448,was,was,988.669999,988.699999,0,,,,,,,
2449,his,his,988.699999,988.729999,0,,,,,,,
2450,sister,sister,988.729999,988.989999,1,,,,,,,
2451,um,um,990.359999,990.839999,0,,1,,,,,
2452,so,so,991.579999,991.669999,0,,2,,,,,
2453,they,they,991.669999,991.809999,0,,,,,,,
2454,arrive,,,,0,,,,,,,
2455,at,,,,0,,,,,,,
2456,the,,,,0,,,,,,,
2457,scene,,,,0,,,,,,,
2458,of,,,,0,,,,,,,
2459,the,the,992.39,992.46,0,,,,,,,
2460,crime,crime,992.46,992.81,1,,,,,,,
2461,um,um,992.84,993.15,0,,1,,,,,
2462,there's,there's,993.15,993.46,0,,,,,,,
2463,police,police,993.94,994.08,0,,,,,,,
2464,tape,tape,994.08,994.22,0,,,,,,,
2465,everywhere,everywhere,994.26,994.58,1,,,,,,,
2466,it's,it's,994.58,994.73,0,,,,,,,
2467,at,at,994.73,994.92,0,,,,,,,
2468,night,night,994.92,995.27,1,,,,,,,
2469,there,there,995.57,995.77,0,,,,,,,
2470,is,is,995.77,995.81,0,,,,,,,
2471,uh,uh,996.23,996.73,0,,1,,,,,
2472,police,police,996.75,997.06,0,,,,,,,
2473,cars,cars,997.06,997.56,1,,,,,,,
2474,the,the,997.57,997.94,0,,,,,,,
2475,sirens,sirens,997.97,998.6,1,,,,,,,
2476,it,it,999.01,999.16,0,,,,,,,
2477,looks,looks,999.16,999.33,0,,,,,,,
2478,like,like,999.33,999.5,0,,,,,,,
2479,a,a,999.5,999.78,0,,,,,,,
2480,pretty,pretty,1000,1000.2,0,,,,,,,
2481,old,old,1000.2,1000.48,0,,,,,,,
2482,run,run,1000.48,1000.6,0,,,,,,,
2483,down,down,1000.65,1000.86,0,,,,,,,
2484,apartment,apartment,1000.86,1001.49,0,,,,,,,
2485,building,building,1001.5,1001.95,1,,,,,,,
2486,um,um,1002.03,1002.45,0,,1,,,,,
2487,the,the,1004.469999,1004.489999,0,,,,,,,
2488,two,two,1004.49,1004.54,0,,,,,,,
2489,are,are,1004.54,1004.68,0,,,,,,,
2490,greeted,greeted,1004.679999,1005.189999,0,,,,,,,
2491,by,by,1005.19,1005.48,0,,,,,,,
2492,this,this,1005.58,1005.77,0,,,,,,,
2493,lady,lady,1006.24,1006.67,1,,,,,,,
2494,she's,she's,1006.67,1006.77,0,,,,,,,
2495,wearing,wearing,1006.84,1007.09,0,,,,,,,
2496,like,like,1007.09,1007.2,0,,1,,,,,
2497,a,a,1007.199999,1007.289999,0,,,,,,,
2498,peacoat,<unk>,1007.289999,1007.819999,0,,,,,,,
2499,and,and,1007.82,1007.85,0,,,,,,,
2500,a,a,1007.85,1007.92,0,,,,,,,
2501,skirt,skirt,1008.049999,1008.469999,1,,,,,,,
2502,and,and,1008.79,1008.99,0,,,,,,,
2503,then,then,1008.99,1009.3,0,,,,,,,
2504,there's,there's,1009.33,1009.65,0,,,,,,,
2505,some,some,1009.69,1009.95,0,,,,,,,
2506,animosity,animosity,1009.99,1010.85,0,,,,,,,
2507,between,between,1010.92,1011.38,0,,,,,,,
2508,this,this,1011.39,1011.53,0,,,,,,,
2509,lady,lady,1011.53,1011.87,0,,,,,,,
2510,and,and,1011.87,1012.17,0,,,,,,,
2511,sherlock,sherlock,1012.18,1012.81,1,,,,,,,
2512,um,um,1013.22,1013.69,0,,1,,,,,
2513,it,it,1013.84,1013.88,0,,,,,,,
2514,seems,seems,1013.88,1014.07,0,,,,,,,
2515,like,like,1014.07,1014.21,0,,,,,,,
2516,they,they,1014.46,1014.62,0,,,,,,,
2517,had,had,1014.63,1014.84,0,,,,,,,
2518,some,some,1014.84,1015.04,0,,,,,,,
2519,history,history,1015.04,1015.37,0,,,,,,,
2520,of,of,1015.37,1015.49,0,,,,,,,
2521,some,some,1015.49,1015.71,0,,,,,,,
2522,sort,,,,1,,,,,,,
2523,they,they,1015.96,1016.06,0,,,,,,,
2524,don't,don't,1016.059999,1016.189999,0,,,,,,,
2525,like,like,1016.19,1016.34,0,,,,,,,
2526,each,each,1016.34,1016.47,0,,,,,,,
2527,other,other,1016.47,1016.76,1,,,,,,,
2528,uh,uh,1017.51,1017.79,0,,1,,,,,
2529,she,she,1017.82,1018.4,0,,,,,,,
2530,calls,calls,1019.27,1019.31,0,,,,,,,
2531,him,him,1019.31,1019.33,0,,,,,,,
2532,the,the,1019.33,1019.42,0,,,,,,,
2533,freak,,,,1,,,,,,,
2534,and,and,1020.21,1020.77,0,,,,,,,
2535,um,um,1020.79,1021.4,0,,1,,,,,
2536,uh,uh,1023,1023.7,0,,1,,,,,
2537,yeah,yeah,1023.75,1023.93,0,,2,,,,,
2538,there's,there's,1023.929999,1024.199999,0,,,,,,,
2539,like,,,,0,,1,,,,,
2540,a,a,1024.369999,1024.469999,0,,,,,,,
2541,tense,tense,1024.469999,1024.779999,0,,,,,,,
2542,interaction,interaction,1025.359999,1025.919999,0,,,,,,,
2543,there,there,1025.92,1026.01,1,,,,,,,
2544,he,he,1026.01,1026.21,0,,,,,,,
2545,asks,asks,1026.209999,1026.489999,0,,,,,,,
2546,uh,uh,1026.949999,1027.449999,0,,1,,,,,
2547,why,why,1027.43,1027.87,0,,,,,,,
2547a,sh-,,,,0,,,,,,,
2548,or,or,1028,1028.38,2,,,,,,,
2549,he,he,1028.56,1028.68,0,,,,,,,
2550,makes,makes,1028.68,1028.88,0,,,,,,,
2551,a,a,1028.88,1028.94,0,,,,,,,
2552,comment,comment,1028.94,1029.21,0,,,,,,,
2553,about,about,1029.21,1029.45,0,,,,,,,
2554,her,her,1029.46,1029.77,0,,,,,,,
2555,not,not,1029.79,1030.1,0,,,,,,,
2556,having,having,1030.16,1030.63,0,,,,,,,
2557,come,come,1031.08,1031.27,0,,,,,,,
2558,home,home,1031.27,1031.51,0,,,,,,,
2559,last,last,1031.51,1031.78,0,,,,,,,
2560,night,night,1031.78,1032.11,1,,,,,,,
2561,and,and,1032.37,1032.72,0,,,,,,,
2562,still,still,1032.94,1033.1,0,,,,,,,
2563,wearing,wearing,1033.1,1033.27,0,,,,,,,
2564,the,the,1033.31,1033.41,0,,,,,,,
2565,same,same,1033.41,1033.59,0,,,,,,,
2566,thing,thing,1033.59,1033.78,0,,,,,,,
2567,from,from,1033.78,1033.87,0,,,,,,,
2568,the,the,1033.87,1033.94,0,,,,,,,
2569,night,night,1033.94,1034.1,0,,,,,,,
2570,before,before,1034.099999,1034.489999,1,,,,,,,
2571,and,and,1035.29,1035.55,0,,,,,,,
2572,then,then,1035.55,1035.62,0,,,,,,,
2573,so,so,1035.62,1036.03,0,,2,,,,,
2574,they,they,1036.26,1036.31,0,,,,,,,
2575,duck,duck,1036.38,1036.6,0,,,,,,,
2576,under,under,1036.61,1036.73,1,,,,,,,
2577,there's,there's,1036.98,1037.22,0,,,,,,,
2578,this,this,1037.219999,1037.389999,0,,,,,,,
2579,guy,guy,1037.389999,1037.599999,0,,,,,,,
2580,named,named,1037.599999,1037.839999,0,,,,,,,
2581,anderson,anderson,1037.84,1038.31,0,,,,,,,
2582,who,who,1038.309999,1038.429999,0,,,,,,,
2583,comes,comes,1038.429999,1038.709999,0,,,,,,,
2584,out,out,1038.71,1038.88,1,,,,,,,
2585,who,who,1038.889999,1039.139999,0,,,,,,,
2586,we,we,1039.139999,1039.429999,0,,,,,,,
2587,know,know,1039.469999,1039.839999,0,,,,,,,
2588,does,does,1040.139999,1040.309999,0,,,,,,,
2589,not,not,1040.309999,1040.489999,0,,,,,,,
2590,get,get,1040.649999,1040.729999,0,,,,,,,
2591,along,along,1040.869999,1041.159999,0,,,,,,,
2592,too,too,1041.159999,1041.319999,0,,,,,,,
2593,well,well,1041.319999,1041.389999,0,,,,,,,
2594,with,with,1041.389999,1041.419999,0,,,,,,,
2595,sherlock,sherlock,1041.589999,1041.949999,1,,,,,,,
2596,and,and,1041.95,1042.12,0,,,,,,,
2597,maybe,maybe,1042.42,1042.71,0,,,,,,,
2598,doesn't,doesn't,1042.709999,1042.939999,0,,,,,,,
2599,quite,quite,1042.940001,1043.170001,0,,,,,,,
2600,believe,believe,1043.17,1043.58,0,,,,,,,
2601,in,in,1043.58,1043.74,0,,,,,,,
2602,his,his,1043.74,1044.06,0,,,,,,,
2603,abilities,abilities,1044.42,1045.03,1,,,,,,,
2604,detective,detective,1045.1,1045.52,0,,,,,,,
2605,ability,ability,1045.61,1045.99,1,abilities*,,,,,,
2606,so,so,1046.45,1046.89,0,,2,,,,,
2607,um,um,1046.92,1047.36,0,,1,,,,,
2608,anderson,anderson,1048.65,1049.52,0,,,,,,,
2609,says,says,1051.08,1051.16,0,,,,,,,
2610,to,to,1051.16,1051.29,0,,,,,,,
2611,him,him,1051.43,1051.77,0,,,,,,,
2612,just,,,,0,,,,,,,
2613,some,some,1051.94,1052.2,0,,,,,,,
2614,snarky,<unk>,1052.26,1052.5,0,,,,,,,
2615,things,things,1053.37,1053.61,0,,,,,,,
2616,to,to,1054.01,1054.07,0,,,,,,,
2617,him,him,1054.74,1054.87,1,,,,,,,
2618,i,,,,0,,,,,,,
2619,don't,,,,0,,,,,,,
2620,remember,,,,0,,,,,,,
2621,exactly,,,,0,,,,,,,
2622,what,what,1054.87,1055.21,1,,,,,,,
2623,and,and,1055.74,1056.27,0,,,,,,,
2624,um,um,1056.28,1056.82,0,,1,,,,,
2625,uh,uh,1059.13,1059.4,0,,1,,,,,
2626,sherlock,sherlock,1059.42,1059.84,0,,,,,,,
2627,makes,makes,1059.839999,1060.029999,0,,,,,,,
2628,a,a,1060.029999,1060.109999,0,,,,,,,
2629,comment,comment,1060.109999,1060.509999,0,,,,,,,
2630,about,about,1060.539999,1061.089999,0,,,,,,,
2631,the,the,1061.629999,1062.089999,0,,,,,,,
2632,lady,lady,1062.1,1062.72,0,,,,,,,
2633,um,um,1062.77,1063.33,0,,1,,,,,
2634,spending,spending,1063.57,1063.96,0,,,,,,,
2635,the,the,1063.96,1064.05,0,,,,,,,
2636,night,night,1064.05,1064.36,0,,,,,,,
2637,at,at,1064.4,1064.77,0,,,,,,,
2638,with,with,1064.79,1065.01,0,,,,,,,
2639,anderson,anderson,1065.01,1065.58,1,,,,,,,
2640,um,um,1065.69,1066,0,,1,,,,,
2641,because,because,1066.03,1066.33,0,,,,,,,
2642,of,of,1066.33,1066.53,0,,,,,,,
2643,the,the,1066.88,1067.17,0,,,,,,,
2644,cologne,cologne,1067.2,1067.52,0,,,,,,,
2645,that,that,1067.53,1067.64,0,,,,,,,
2646,he,he,1067.64,1067.77,0,,,,,,,
2647,can,can,1067.78,1067.87,0,,,,,,,
2648,smell,smell,1067.87,1068.2,0,,,,,,,
2649,or,or,1068.2,1068.26,0,,,,,,,
2650,something,something,1068.26,1068.77,1,,,,,,,
2651,and,and,1069.04,1069.14,0,,,,,,,
2652,then,then,1069.14,1069.26,0,,,,,,,
2653,also,also,1069.26,1069.46,0,,,,,,,
2654,makes,makes,1069.46,1069.64,0,,,,,,,
2655,a,a,1069.64,1069.71,0,,,,,,,
2656,comment,comment,1069.71,1070.04,0,,,,,,,
2657,about,about,1070.05,1070.44,0,,,,,,,
2658,her,her,1070.73,1070.93,0,,,,,,,
2659,knees,knees,1071.07,1071.42,1,,,,,,,
2660,um,um,1071.76,1072.07,0,,1,,,,,
2661,implying,implying,1072.21,1072.63,0,,,,,,,
2662,that,that,1072.63,1072.66,0,,,,,,,
2663,like,like,1072.9,1073.33,0,,1,,,,,
2664,there,there,1073.57,1073.73,0,,,,,,,
2665,was,,,,0,,,,,,,
2666,some,some,1073.8,1074.13,0,,,,,,,
2667,sexual,sexual,1074.16,1074.54,0,,,,,,,
2668,relationship,relationship,1074.54,1075.03,0,,,,,,,
2669,going,going,1075.049999,1075.359999,0,,,,,,,
2670,on,on,1075.36,1075.65,1,,,,,,,
2671,and,and,1076.259999,1076.799999,0,,,,,,,
2672,so,so,1076.799999,1077.119999,0,,2,,,,,
2673,then,,,,0,,,,,,,
2674,he,he,1077.46,1078.06,0,,,,,,,
2675,he,he,1078.469999,1078.729999,0,,,,,,,
2676,sherlock,sherlock,1078.74,1079.16,0,,,,,,,
2677,and,and,1079.18,1079.34,0,,,,,,,
2678,watson,watson,1079.34,1079.74,0,,,,,,,
2679,enter,enter,1079.76,1080.23,0,,,,,,,
2680,the,the,1080.23,1080.38,0,,,,,,,
2681,building,,,,1,,,,,,,
